onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
96.1040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
97.1040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
98.1040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
99.1040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
100.1040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
101.1040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
102.1040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
103.1040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
104.1040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
105.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
106.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
107.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
108.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
109.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
110.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
111.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
112.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
113.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
114.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
115.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
116.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
117.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
118.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
119.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
120.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
121.1060000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
122.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
123.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
124.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
125.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
126.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
127.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
128.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
129.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
130.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
131.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
132.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
133.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
134.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
135.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
136.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
137.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
138.1080000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
139.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
140.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
141.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
142.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
143.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
144.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
145.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
146.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
147.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
148.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
149.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
150.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
151.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
152.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
153.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
154.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
155.1100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
170.5940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
171.5940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
172.5940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
173.5940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
174.5940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
175.5940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
176.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
177.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
178.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
179.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
180.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
181.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
182.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
183.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
184.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
185.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
186.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
187.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
188.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
189.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
190.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
191.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
192.5960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
193.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
194.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
195.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
196.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
197.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
198.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
199.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
200.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
201.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
202.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
203.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
204.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
205.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
206.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
207.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
208.5980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
209.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
210.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
211.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
212.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
213.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
214.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
215.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
216.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
217.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
218.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
219.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
220.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
221.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
222.6000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
