onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
60.7980000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
61.7980000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
62.7980000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
63.7980000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
64.7980000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
65.7980000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
66.7980000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
67.7980000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
68.7980000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
69.7980000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
70.7980000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
71.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
72.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
73.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
74.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
75.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
76.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
77.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
78.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
79.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
80.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
81.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
82.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
83.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
84.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
85.8000000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
86.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
87.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
88.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
89.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
90.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
91.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
92.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
93.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
94.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
95.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
96.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
97.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
98.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
99.8020000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
100.8040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
101.8040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
102.8040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
103.8040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
104.8040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
105.8040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
106.8040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
107.8040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
108.8040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
109.8040000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
